frame,vision_backbone_output_before_cosine_distance,vision_backbone_output_progress_after_cosine_distance,vision_backbone_output_before_l2,vision_backbone_output_progress_after_l2,vision_backbone_output_progress_cosine_improvement,vision_backbone_output_progress_l2_improvement,vision_backbone_output_progress_shift_norm,vision_backbone_output_global_after_cosine_distance,vision_backbone_output_phase_after_cosine_distance,projector_output_before_cosine_distance,projector_output_progress_after_cosine_distance,projector_output_before_l2,projector_output_progress_after_l2,projector_output_progress_cosine_improvement,projector_output_progress_l2_improvement,projector_output_progress_shift_norm,projector_output_global_after_cosine_distance,projector_output_phase_after_cosine_distance
000000,0.0808528424717272,0.0010900979594200555,62.70858207961523,6.924784652353465,0.07976274451230714,55.78379742726177,62.232300950907536,0.05005352902268605,0.028237693564101017,0.03567224842598615,0.0005835654119488165,6.631615275552692,0.7286178137113799,0.035088683014037336,5.902997461841312,6.650635747128883,0.04026742566687782,0.021368143165925273
000001,0.08224537294366652,0.001993059652145912,63.13820849636569,9.346963331665071,0.0802523132915206,53.79124516470062,61.867762540585616,0.05005352902268605,0.028237693564101017,0.036641623410563096,0.0011499650729865918,6.665305169021642,1.0433519232217314,0.035491658337576504,5.621953245799911,6.688009041672836,0.04026742566687782,0.021368143165925273
000002,0.0826165243500736,0.00271648909507749,63.15328632911254,10.963412422944488,0.07990003525499612,52.18987390616805,61.70343625887249,0.05005352902268605,0.028237693564101017,0.03671165573722601,0.001626142808735187,6.611371738553447,1.3192333016315163,0.035085512928490825,5.292138436921931,6.749015904361912,0.04026742566687782,0.021368143165925273
000003,0.08262450732040116,0.003678927036947721,63.161725644605895,12.744702218060809,0.07894558028345344,50.417023426545086,61.79080969670092,0.05005352902268605,0.028237693564101017,0.037302998421618216,0.0021302041379234193,6.686260265360639,1.4776614656127767,0.0351727942836948,5.208598799747863,6.832455489764187,0.04026742566687782,0.021368143165925273
000004,0.0817277777201958,0.0034278874367250634,63.14092881009053,12.209368563164643,0.07829989028347073,50.93156024692588,61.99132031431987,0.05005352902268605,0.028237693564101017,0.03657172154416333,0.0017775626437411818,6.883130226807529,1.273500327280064,0.034794158900422145,5.609629899527465,6.910209024490491,0.04026742566687782,0.021368143165925273
000005,0.08010449348632553,0.0050877849321181445,62.5805281453777,14.850059774433888,0.07501670855420739,47.73046837094381,62.22959157212438,0.05005352902268605,0.028237693564101017,0.03622928511684642,0.002502560953145383,6.930279680713902,1.5047635654319453,0.03372672416370104,5.425516115281956,6.97495414962556,0.04026742566687782,0.021368143165925273
000006,0.07935520975986399,0.0034682359005796526,62.95103872121701,12.287091071280287,0.07588697385928433,50.66394764993672,62.74093599162492,0.05005352902268605,0.028237693564101017,0.03690250894379821,0.0019363012464979068,7.299100335752333,1.315902596953711,0.0349662076973003,5.983197738798622,7.123108444085412,0.04026742566687782,0.021368143165925273
000007,0.07985266583137807,0.003004349343701862,63.91432012674852,11.504311219579018,0.0768483164876762,52.410008907169505,63.467020782903134,0.05005352902268605,0.028237693564101017,0.03633919015677933,0.0015251824405554393,7.538494731893908,1.2052930728451534,0.034814007716223894,6.333201659048755,7.2872673612239875,0.04026742566687782,0.021368143165925273
000008,0.08623644493070493,0.0028214877342477296,66.41464220489011,11.131713084188739,0.0834149571964572,55.282929120701375,64.45345724343125,0.05005352902268605,0.028237693564101017,0.04041904725269341,0.0015158259459021606,7.892138544583911,1.1793771676459386,0.03890322130679125,6.712761376937973,7.504955169738055,0.04026742566687782,0.021368143165925273
000009,0.08946369265436149,0.0027222583599242345,67.85585810498574,10.892633070011163,0.08674143429443726,56.96322503497458,65.52770407824083,0.05005352902268605,0.028237693564101017,0.04213732702602524,0.0017615835015555303,7.99516771295756,1.2200862642940031,0.04037574352446971,6.775081448663557,7.735500619180509,0.04026742566687782,0.021368143165925273
000010,0.09158193134701587,0.0030026224909778243,69.02055045540072,11.463776544076076,0.08857930885603804,57.55677391132465,66.58965018546225,0.05005352902268605,0.028237693564101017,0.04351618319783768,0.002150711082580581,8.00074968460399,1.384351238550815,0.041365472115257096,6.616398446053175,7.938652439677694,0.04026742566687782,0.021368143165925273
000011,0.09513405975314149,0.003023112965648833,71.26469133995481,11.593425935770792,0.09211094678749265,59.67126540418401,67.7598604017425,0.05005352902268605,0.028237693564101017,0.04382141844990972,0.0015488886138015356,8.502120481291167,1.16424206097848,0.042272529836108186,7.337878420312687,8.147772904578288,0.04026742566687782,0.021368143165925273
000012,0.09807368965814789,0.003126064859543476,72.59049717446894,11.780912248080709,0.09494762479860441,60.809584926388226,68.82346105234389,0.05005352902268605,0.028237693564101017,0.044789951993194466,0.0016750040629353036,8.578411119391712,1.1865166575466979,0.04311494793025916,7.3918944618450135,8.307997244560111,0.04026742566687782,0.021368143165925273
000013,0.10198857640302039,0.00321618318682404,73.93732827337936,11.903983402495724,0.09877239321619635,62.03334487088364,69.8420267996888,0.05005352902268605,0.028237693564101017,0.04715270817188566,0.0018787081776714398,8.969032690442036,1.3006238593812232,0.04527399999421422,7.668408831060813,8.444633630282464,0.04026742566687782,0.021368143165925273
000014,0.09842981691185626,0.0027724959735003774,72.82631180313817,11.083976962467938,0.09565732093835588,61.74233484067023,70.50402317451633,0.05005352902268605,0.028237693564101017,0.04623835817628763,0.0016535020742939333,8.976731373154696,1.2180609447105524,0.0445848561019937,7.758670428444143,8.542014246058304,0.04026742566687782,0.021368143165925273
000015,0.09657526283527695,0.00271362506457673,72.50371508071086,11.018213710280577,0.09386163777070022,61.485501370430285,71.1693726296354,0.05005352902268605,0.028237693564101017,0.04545251114680682,0.001431602216271366,8.910196934027638,1.114177746992788,0.04402090893053545,7.79601918703485,8.676859056244574,0.04026742566687782,0.021368143165925273
000016,0.09745904742586808,0.0033235405694393982,73.16498012244874,12.328693708547673,0.09413550685642869,60.836286413901064,71.96912702985986,0.05005352902268605,0.028237693564101017,0.045296190241791656,0.0018834315324540718,9.026048727990998,1.2998263490424184,0.043412758709337584,7.72622237894858,8.872629594734258,0.04026742566687782,0.021368143165925273
000017,0.10036506514418797,0.003269575768237054,74.31190047329075,12.369335013337741,0.09709548937595092,61.94256545995301,72.73832913825525,0.05005352902268605,0.028237693564101017,0.04661442408840233,0.0017217549498549367,9.023474429841311,1.303716419076667,0.04489266913854739,7.719758010764644,9.09051774348677,0.04026742566687782,0.021368143165925273
000018,0.10356435196095681,0.0031745215092028323,75.75182119636531,12.053833711648018,0.10038983045175398,63.697987484717295,73.28995458348372,0.05005352902268605,0.028237693564101017,0.04903493476242016,0.0015967278228496973,9.13362460371098,1.3490560515127847,0.04743820693957046,7.784568552198195,9.330404349324377,0.04026742566687782,0.021368143165925273
000019,0.10244956535843741,0.004179134893270375,75.34296393747914,13.762959413483543,0.09827043046516704,61.5800045239956,73.62020103537752,0.05005352902268605,0.028237693564101017,0.04974484767046117,0.0024251502293142213,9.137147982978863,1.5961020668367019,0.047319697441146946,7.541045916142162,9.528462974144965,0.04026742566687782,0.021368143165925273
000020,0.10710798245311226,0.004617985295399696,77.01644534064671,14.302763539398239,0.10248999715771256,62.71368180124847,74.23209730461892,0.05005352902268605,0.028237693564101017,0.05380478554179158,0.002592677995587822,9.588959503584844,1.4904530229952748,0.051212107546203756,8.098506480589569,9.743670303815298,0.04026742566687782,0.021368143165925273
000021,0.11245033331746779,0.004607721996851555,78.62293586299386,14.200443315587949,0.10784261132061623,64.42249254740591,74.78946366637686,0.05005352902268605,0.028237693564101017,0.05899117104391638,0.0028978333314937377,10.093737846663599,1.4793472568971031,0.05609333771242264,8.614390589766495,9.963188567336289,0.04026742566687782,0.021368143165925273
000022,0.11595158731540778,0.004896951903556546,80.58769945614344,14.74560156998939,0.11105463541185123,65.84209788615405,75.35803198107322,0.05005352902268605,0.028237693564101017,0.06263940599400586,0.002865924214964677,10.949220783052372,1.5626100824877367,0.05977348177904118,9.386610700564635,10.192993478234593,0.04026742566687782,0.021368143165925273
000023,0.11073753656084129,0.0036393434705200844,78.96806410855537,12.679454413304477,0.1070981930903212,66.2886096952509,76.00894055214337,0.05005352902268605,0.028237693564101017,0.06105981937790739,0.0021398762419397865,11.266641341699115,1.4561394571465882,0.0589199431359676,9.810501884552528,10.431107180247265,0.04026742566687782,0.021368143165925273
000024,0.10679355542369551,0.0036748721127936035,77.39368394421811,12.666250488984415,0.1031186833109019,64.7274334552337,76.38998560440771,0.05005352902268605,0.028237693564101017,0.059005530796242045,0.0020032815360033762,11.126195401827388,1.2994926524151327,0.05700224926023867,9.826702749412256,10.61678525240328,0.04026742566687782,0.021368143165925273
000025,0.1119229307842049,0.0034748204326386922,78.87953368221427,12.281864783047364,0.10844811035156621,66.5976688991669,76.87056076137746,0.05005352902268605,0.028237693564101017,0.06031667371135763,0.0017694721973552374,11.219446868126827,1.1861526082070335,0.05854720151400239,10.033294259919794,10.80271653013196,0.04026742566687782,0.021368143165925273
000026,0.1096715188979589,0.0032261243066991074,77.95927750151691,11.783770729089767,0.10644539459125979,66.17550677242714,77.29709698582325,0.05005352902268605,0.028237693564101017,0.05849333655551048,0.0018676042066262388,11.198873736776426,1.2150546371430824,0.05662573234888424,9.983819099633344,10.933817521380535,0.04026742566687782,0.021368143165925273
000027,0.11055412894246608,0.003672561840113442,78.52910521735309,12.59076781069124,0.10688156710235264,65.93833740666184,77.83506093380169,0.05005352902268605,0.028237693564101017,0.05848439079311396,0.0019705329282330153,11.3952333179943,1.27828026368257,0.056513857864880945,10.11695305431173,11.050044343145217,0.04026742566687782,0.021368143165925273
000028,0.11688175788572297,0.003076171879028977,80.74128406397503,11.489472821717355,0.11380558600669399,69.25181124225767,78.24693172835714,0.05005352902268605,0.028237693564101017,0.0625926357350095,0.0015433691951046713,11.476230148137711,1.1073737407393105,0.061049266539904834,10.3688564073984,11.083971021278465,0.04026742566687782,0.021368143165925273
000029,0.11620142352076579,0.003395695333155424,79.96198242991923,12.021317701709632,0.11280572818761037,67.9406647282096,78.77101954721772,0.05005352902268605,0.028237693564101017,0.06295815705348584,0.0018644152030348193,11.046248900536705,1.1444059174489287,0.06109374185045102,9.901842983087777,11.069930548559059,0.04026742566687782,0.021368143165925273
000030,0.11756821390869454,0.0036118297752556483,80.46961918563863,12.398330083385032,0.11395638413343889,68.0712891022536,79.50435953342347,0.05005352902268605,0.028237693564101017,0.06421958176145959,0.0021184623037698858,11.061799993784685,1.219633933818248,0.0621011194576897,9.842166059966438,11.059359230814367,0.04026742566687782,0.021368143165925273
000031,0.12094403785188002,0.004065523448280928,81.74331893415457,13.177808427023999,0.11687851440359909,68.56551050713057,80.09384242460607,0.05005352902268605,0.028237693564101017,0.06429426868288501,0.002336656339757437,10.971147874049615,1.2977657835929066,0.06195761234312758,9.673382090456709,11.023917876015682,0.04026742566687782,0.021368143165925273
000032,0.1273220686737795,0.004128506329650561,83.86779421475,13.322355308086955,0.12319356234412893,70.54543890666305,80.87315107069006,0.05005352902268605,0.028237693564101017,0.06823912981262492,0.002332048740953274,11.265911220092601,1.2883921338156112,0.06590708107167165,9.97751908627699,11.003861356609978,0.04026742566687782,0.021368143165925273
000033,0.12770997173683918,0.003930370959832841,84.28991056448972,12.995496700806493,0.12377960077700634,71.29441386368322,81.68161024958324,0.05005352902268605,0.028237693564101017,0.0678222269965616,0.002376404066206983,11.295618526157794,1.3241166404247455,0.06544582293035461,9.971501885733048,10.94969143678565,0.04026742566687782,0.021368143165925273
000034,0.1295641050578451,0.0032372346217359738,84.35363385001621,11.719549626587037,0.12632687043610913,72.63408422342917,82.27452794602547,0.05005352902268605,0.028237693564101017,0.06897389497957951,0.0019315521227136756,11.142985700124637,1.1835561057250457,0.06704234285686583,9.959429594399591,10.8948250631656,0.04026742566687782,0.021368143165925273
000035,0.13445413469370282,0.004454871516023418,85.17933636277334,13.560854080435993,0.1299992631776794,71.61848228233735,83.03983442360699,0.05005352902268605,0.028237693564101017,0.06954294106437109,0.002643933165289436,11.029397868250582,1.3664806703389905,0.06689900789908165,9.662917197911591,10.902663858678666,0.04026742566687782,0.021368143165925273
000036,0.13499860464149194,0.004320098192855282,84.96667394913555,13.327169529091199,0.13067850644863666,71.63950442004436,83.64894337617606,0.05005352902268605,0.028237693564101017,0.07006003210658873,0.0026603963529392427,10.850417383905517,1.3640495835557305,0.06739963575364949,9.486367800349786,10.902085574874894,0.04026742566687782,0.021368143165925273
000037,0.13938884946677377,0.004560120421307268,86.2803833047188,13.674658550806324,0.1348287290454665,72.60572475391247,84.02651817455062,0.05005352902268605,0.028237693564101017,0.07445161772630038,0.0026344227268412235,11.01362325069126,1.3597357141181277,0.07181719499945916,9.653887536573134,10.869881243950772,0.04026742566687782,0.021368143165925273
000038,0.1443799694697382,0.005210878381050055,87.0618155845081,14.503267140272417,0.13916909108868813,72.55854844423568,84.20834785598421,0.05005352902268605,0.028237693564101017,0.08092179334308502,0.0024691670991340287,10.81868130701858,1.281360140082811,0.078452626243951,9.537321166935769,10.815775199577573,0.04026742566687782,0.021368143165925273
000039,0.14705252265855517,0.004770335486009358,87.20766195709447,13.793495547207403,0.14228218717254582,73.41416640988707,84.36947023065461,0.05005352902268605,0.028237693564101017,0.08741263951604972,0.002449312877307208,10.947228382308849,1.2640240392745834,0.08496332663874251,9.683204343034266,10.763280483868227,0.04026742566687782,0.021368143165925273
000040,0.15156314030368645,0.005568897078033652,88.5759742483109,14.963695174635957,0.1459942432256528,73.61227907367494,84.5893583172635,0.05005352902268605,0.028237693564101017,0.09440399529503674,0.002988525690211241,11.202947182819269,1.3967482379163556,0.0914154696048255,9.806198944902913,10.712212188772808,0.04026742566687782,0.021368143165925273
000041,0.1503408908898416,0.004935219858413498,87.39259562845233,14.04856022982546,0.1454056710314281,73.34403539862687,84.66238606583326,0.05005352902268605,0.028237693564101017,0.09681013557029439,0.0030355280650942174,11.136504434147156,1.4057957675242334,0.09377460750520017,9.730708666622922,10.66661657090231,0.04026742566687782,0.021368143165925273
000042,0.151791097226882,0.005790174205599352,86.66039432133829,15.142661448084237,0.14600092302128265,71.51773287325405,84.61458515310007,0.05005352902268605,0.028237693564101017,0.10038606066225486,0.003247426217498628,10.740870396351056,1.4423449248928655,0.09713863444475623,9.298525471458191,10.610063146806484,0.04026742566687782,0.021368143165925273
000043,0.15594467726054495,0.00613381549595271,87.2584900099986,15.565644879974933,0.14981086176459224,71.69284513002367,84.42501258026233,0.05005352902268605,0.028237693564101017,0.10307228407418934,0.00311795126101555,10.76293326391212,1.3976030959066454,0.09995433281317379,9.365330168005475,10.536364958137346,0.04026742566687782,0.021368143165925273
000044,0.1590307407103907,0.007741325803776844,87.72737753606029,17.459724861775168,0.15128941490661385,70.26765267428512,84.13786801090673,0.05005352902268605,0.028237693564101017,0.10477395149477486,0.0037525718738903313,10.763594252960797,1.514512873389981,0.10102137962088453,9.249081379570816,10.453430572889872,0.04026742566687782,0.021368143165925273
000045,0.16108430929394746,0.006225679010377849,87.9192578616414,15.73335902210347,0.1548586302835696,72.18589883953793,83.84470555271353,0.05005352902268605,0.028237693564101017,0.10772933495255987,0.0034574872587724848,10.595501096847695,1.4548458583942692,0.10427184769378739,9.140655238453427,10.355678113936348,0.04026742566687782,0.021368143165925273
000046,0.15701285256230468,0.007380236859806377,86.60787480546497,17.15119724100388,0.1496326157024983,69.45667756446109,83.38910497821155,0.05005352902268605,0.028237693564101017,0.10683498507696954,0.0036887039447355274,10.480318784288768,1.5216898195158657,0.10314628113223401,8.958628964772902,10.222229785844688,0.04026742566687782,0.021368143165925273
000047,0.14872236479673817,0.006031234282506848,84.78102698259502,15.532379338217595,0.14269113051423132,69.24864764437743,83.083563831179,0.05005352902268605,0.028237693564101017,0.09809311356753225,0.0030651461862111207,10.153414140305898,1.3745015421144822,0.09502796738132113,8.778912598191416,10.061333781521528,0.04026742566687782,0.021368143165925273
000048,0.14340736059936798,0.005042040998041952,83.70289075203661,14.246863355237762,0.13836531960132603,69.45602739679885,82.92779884038686,0.05005352902268605,0.028237693564101017,0.09469796036377731,0.003464753286696265,10.116554093719879,1.5086784460270146,0.09123320707708105,8.607875647692865,9.948553773075535,0.04026742566687782,0.021368143165925273
000049,0.14353834343229321,0.007017877770022829,83.52354713606664,16.85551074986253,0.13652046566227038,66.66803638620411,82.6165188527431,0.05005352902268605,0.028237693564101017,0.09209079897474937,0.004248677340447871,9.885914083226053,1.669581836802202,0.0878421216343015,8.216332246423852,9.803313684137727,0.04026742566687782,0.021368143165925273
000050,0.14982890130982185,0.009723778649213144,84.74216853805461,19.773939977725984,0.1401051226606087,64.96822856032863,82.36863419340308,0.05005352902268605,0.028237693564101017,0.09572683254045877,0.0051365845138688915,9.916927351107931,1.8512014568586765,0.09059024802658988,8.065725894249255,9.695428551235683,0.04026742566687782,0.021368143165925273
000051,0.15263201918243785,0.009404376602284659,84.61909482246254,19.29696577826929,0.1432276425801532,65.32212904419325,82.0883031346897,0.05005352902268605,0.028237693564101017,0.10087403461278821,0.004900370070471616,9.82360323009138,1.7611919028626986,0.0959736645423166,8.06241132722868,9.59478954932695,0.04026742566687782,0.021368143165925273
000052,0.15763658412398163,0.009458019200973111,85.06502764300315,19.261833684652718,0.14817856492300852,65.80319395835043,81.98557914192823,0.05005352902268605,0.028237693564101017,0.10762050406918588,0.0042278011056235965,9.483359279737233,1.6353393104489324,0.10339270296356229,7.8480199692883,9.506067341413207,0.04026742566687782,0.021368143165925273
000053,0.16080892538158387,0.00813249120399917,86.2861504330194,18.06163926999209,0.1526764341775847,68.22451116302732,82.13958129546582,0.05005352902268605,0.028237693564101017,0.1102968691187537,0.004638420938046117,9.656616686940383,1.7396524269545928,0.10565844818070758,7.91696425998579,9.490762794534893,0.04026742566687782,0.021368143165925273
000054,0.1569483790677727,0.006727978022364134,84.81035434919073,16.54914629137914,0.15022040104540857,68.26120805781159,82.72221386569473,0.05005352902268605,0.028237693564101017,0.10473792342986998,0.004471770183570034,9.369512529534985,1.9077940340106294,0.10026615324629995,7.461718495524355,9.515680064104698,0.04026742566687782,0.021368143165925273
000055,0.16258197709508593,0.007103194562118831,86.05913759690911,17.01886844844719,0.1554787825329671,69.04026914846192,83.3775728199686,0.05005352902268605,0.028237693564101017,0.11289463508549313,0.004063326782561827,9.75058229834799,1.837327962963312,0.1088313083029313,7.913254335384678,9.584306831327071,0.04026742566687782,0.021368143165925273
000056,0.16334665277116234,0.007396873322405462,86.15178863711719,17.443151584816356,0.15594977944875688,68.70863705230084,84.11667038779673,0.05005352902268605,0.028237693564101017,0.11066850578675591,0.004059195490596523,9.629405140803422,1.8202449896106425,0.10660931029615939,7.8091601511927795,9.667050526268202,0.04026742566687782,0.021368143165925273
000057,0.1657258440686915,0.007739254968595066,86.20724090058295,17.660120342896274,0.15798658910009644,68.54712055768667,84.76267756412147,0.05005352902268605,0.028237693564101017,0.11026833288592242,0.004512400921404813,9.569893126798641,1.6681729413015642,0.1057559319645176,7.901720185497077,9.688774057508814,0.04026742566687782,0.021368143165925273
000058,0.16678943795588752,0.00804979151054086,87.36469840266862,18.122616296120132,0.15873964644534666,69.2420821065485,85.36631576650733,0.05005352902268605,0.028237693564101017,0.10955654571070439,0.004884891339932307,10.08605765135532,1.8397753552541218,0.10467165437077208,8.246282296101198,9.72374678051035,0.04026742566687782,0.021368143165925273
000059,0.17519398438763,0.007107966264252585,89.88631434827847,17.09225251041265,0.16808601812337742,72.79406183786583,86.15244938036625,0.05005352902268605,0.028237693564101017,0.11605132747829683,0.004952072481488989,10.4011744019052,1.802935823162942,0.11109925499680784,8.598238578742258,9.81215202383007,0.04026742566687782,0.021368143165925273
000060,0.17503049524653436,0.008296356895158064,89.9812930141971,18.517773220384136,0.1667341383513763,71.46351979381296,87.05369671577591,0.05005352902268605,0.028237693564101017,0.11893084982068791,0.005551333809959091,10.699220647076794,2.042531603981523,0.11337951601072882,8.656689043095271,9.930776792831304,0.04026742566687782,0.021368143165925273
000061,0.18336736547814192,0.008717546372804308,91.18387932537235,18.76910043556195,0.1746498191053376,72.41477888981039,87.88406395629751,0.05005352902268605,0.028237693564101017,0.12908399824779238,0.0059181720398397974,10.806335563576045,1.9578839588331793,0.12316582620795258,8.848451604742866,9.99411358473156,0.04026742566687782,0.021368143165925273
