frame,vision_backbone_output_pooled_cosine_distance,vision_backbone_output_pooled_l2,vision_backbone_output_token_mean_cosine_distance,vision_backbone_output_token_mean_l2_per_token,projector_output_pooled_cosine_distance,projector_output_pooled_l2,projector_output_token_mean_cosine_distance,projector_output_token_mean_l2_per_token,action_hidden_states_input_pooled_cosine_distance,action_hidden_states_input_pooled_l2,action_hidden_states_input_token_mean_cosine_distance,action_hidden_states_input_token_mean_l2_per_token,action_head_output_pooled_cosine_distance,action_head_output_pooled_l2,action_head_output_token_mean_cosine_distance,action_head_output_token_mean_l2_per_token
episode_000001_000000,0.07763140208763852,61.61603242517791,0.07763140208763852,11.321553267428722,0.03371589438198319,6.701843482869587,0.03371589438198319,1.610459471575239,0.22312223678584686,21.06553880658183,0.22312223678584686,6.816712858460065,0.10322610690825285,0.5824865526583143,0.10322610690825285,0.2799434689308931
episode_000001_000001,0.07865701928365121,61.947268147043026,0.07865701928365121,11.367463366602509,0.03417019184871839,6.681154762643824,0.03417019184871839,1.6175763478211387,0.22603174872230347,21.108961328010984,0.22603174872230347,6.800596750872716,0.10146808811413988,0.5716053183520909,0.10146808811413988,0.27553672053654255
episode_000001_000002,0.08025906386519344,62.522821348469705,0.08025906386519344,11.404455674387393,0.03489843036812024,6.709409567615898,0.03489843036812024,1.6201632638123982,0.23345965281519243,21.513668261847293,0.23345965281519243,6.895121509752592,0.11073608269468493,0.597618423212291,0.11073608269468493,0.28764558143454577
episode_000001_000003,0.08120927550185242,62.75027945404383,0.08120927550185242,11.451730913003576,0.03557879640833661,6.684747821313954,0.03557879640833661,1.627352177242714,0.22860482227869194,21.185725655869433,0.22860482227869194,6.804657902858037,0.09957750249036901,0.5659873020728404,0.09957750249036901,0.27385286717319957
episode_000001_000004,0.08827322230801327,65.72756503374819,0.08827322230801327,11.729995970986446,0.03759128439769843,7.002050927716345,0.03759128439769843,1.66852332902446,0.24370349180164042,21.46084163030669,0.24370349180164042,6.803363533291717,0.09659232500204917,0.5993454047688956,0.09659232500204917,0.28798822084091863
episode_000001_000005,0.08899211811717889,66.64397582539878,0.08899211811717889,11.749884681423044,0.038604836103070084,7.271338249890056,0.038604836103070084,1.6600455032111736,0.2501819066161215,21.253767164403705,0.2501819066161215,6.474954663198907,0.10813453576556775,0.7091355276686311,0.10813453576556775,0.33249993668462396
episode_000001_000006,0.09172280868298277,67.41679081722471,0.09172280868298277,11.71558358292187,0.038864402206087445,6.987540147009158,0.038864402206087445,1.6344635596759254,0.28714540772946184,24.43197875965447,0.28714540772946184,7.213156621139123,0.14428388303460649,0.8697545413723888,0.14428388303460649,0.4012855276399369
episode_000001_000007,0.09656842068330707,68.93248779682308,0.09656842068330707,11.890200577911264,0.039220333655797135,6.975252277473717,0.039220333655797135,1.6577861468082655,0.34633608471582866,28.289214085227147,0.34633608471582866,8.014512291384792,0.17715789177426822,1.051464609782506,0.17715789177426822,0.4784403013974744
episode_000001_000008,0.10015260611305732,69.22572047185074,0.10015260611305732,12.177999511847391,0.04476321412708073,7.285990060525651,0.04476321412708073,1.6875286878871776,0.3369234597067656,27.333628988236555,0.3369234597067656,8.299997768527222,0.2540980084463783,1.0864447282660572,0.2540980084463783,0.49800329133612414
episode_000001_000009,0.10695517030030555,71.0642868407591,0.10695517030030555,12.401228710990427,0.047210834956207814,7.6572891083838535,0.047210834956207814,1.7385712515748066,0.32441063213467825,25.229585294892388,0.32441063213467825,7.687049551946919,0.19767320525829646,0.9962236937492331,0.19767320525829646,0.455941041758784
episode_000001_000010,0.1129758943626138,72.49550876817914,0.1129758943626138,12.581696183133426,0.05209330761238029,7.586902873097893,0.05209330761238029,1.7606606454104996,0.2666163590117099,22.135307979515424,0.2666163590117099,6.997391388613594,0.104547276699963,0.7256048302357601,0.104547276699963,0.3368624518028722
episode_000001_000011,0.09487380539856605,66.55878044999575,0.09487380539856605,12.507671140723849,0.047823636718052454,7.549277413817086,0.047823636718052454,1.8129068538447963,0.3089591897970644,23.90218541128191,0.3089591897970644,7.2129219205904445,0.1303750589015612,0.8197668751095346,0.1303750589015612,0.37766425235159506
episode_000001_000012,0.09345903890481888,65.36617957190519,0.09345903890481888,12.498702588649211,0.042612682997164586,7.220592880825669,0.042612682997164586,1.771172620292066,0.31613644050675516,24.165458606416756,0.31613644050675516,7.373556091039002,0.13708733279474683,0.8993035144774563,0.13708733279474683,0.40908407254960755
episode_000001_000013,0.09698339736123918,65.66822325744405,0.09698339736123918,12.473423369091138,0.04864748527488838,7.5492860582636165,0.04864748527488838,1.7512912380844174,0.3049291475116668,23.508760002362536,0.3049291475116668,7.227538263739098,0.1342150500221676,0.9035919283400461,0.1342150500221676,0.40892413131950195
episode_000001_000014,0.10136472560402576,66.72493297169444,0.10136472560402576,12.287342551425995,0.051802083964199275,7.678614401057291,0.051802083964199275,1.7420861769432592,0.3146950498273132,24.413696202207205,0.3146950498273132,7.6172283420543705,0.1427596954212843,0.940859590415903,0.1427596954212843,0.4280429593218015
episode_000001_000015,0.09950039139067912,66.8361512932824,0.09950039139067912,12.454560857458048,0.051699072061718976,7.419375913651632,0.051699072061718976,1.7365956061414967,0.2691208762955264,22.253996076489727,0.2691208762955264,7.42731492686714,0.06261950505975944,0.6259146017275122,0.06261950505975944,0.28404094048739675
episode_000001_000016,0.11170539812654157,71.24392785573019,0.11170539812654157,12.780336548642683,0.05882524294775526,8.374677193159533,0.05882524294775526,1.7869343061609448,0.2862186887625273,23.89065828603397,0.2862186887625273,7.4998360346609925,0.07535546913033953,0.7093812741619716,0.07535546913033953,0.3284554454735471
episode_000001_000017,0.10755088338929075,70.60518392608114,0.10755088338929075,12.673670793559468,0.06041127725309825,8.266218297361432,0.06041127725309825,1.7725993683796193,0.250113391841457,23.134719422737685,0.250113391841457,7.473514772085727,0.05251570005143569,0.5803228676310985,0.05251570005143569,0.2726940973132109
episode_000001_000018,0.10390446145399324,69.43493569301647,0.10390446145399324,12.562956878913136,0.05334736492850456,7.773444693072763,0.05334736492850456,1.7552884795512098,0.2376044689672271,23.33122976968528,0.2376044689672271,7.5686306397231125,0.03040862986910997,0.4675724064247017,0.03040862986910997,0.23069450571588995
episode_000001_000019,0.10394105241557494,69.53059894514854,0.10394105241557494,12.523360143084131,0.05357357938387519,7.893421540586207,0.05357357938387519,1.7563887128430058,0.2398254786356615,23.435429592653634,0.2398254786356615,7.624205133391742,0.034022072444700346,0.4915942100972336,0.034022072444700346,0.24129595227476686
episode_000001_000020,0.1037613153620166,69.507304253626,0.1037613153620166,12.538284465197702,0.05319230496948035,7.937306694467694,0.05319230496948035,1.7624375728920227,0.23501552653371638,23.11119564338535,0.23501552653371638,7.517581066350909,0.03380076060914372,0.48920447525183614,0.03380076060914372,0.23964014419842714
episode_000001_000021,0.10253926894295784,68.983943745667,0.10253926894295784,12.53784882451728,0.05270790479997722,8.06819451324767,0.05270790479997722,1.7762201067776064,0.2256936036720203,21.763498526352784,0.2256936036720203,7.260355262457146,0.04146270361401694,0.5213653382874238,0.04146270361401694,0.2500880515485981
episode_000001_000022,0.11276564958008406,72.70028330210572,0.11276564958008406,12.707374151174122,0.05398808148666667,8.232764344621192,0.05398808148666667,1.7627502450409056,0.25258437024158853,23.181970937581617,0.25258437024158853,7.224931947906867,0.052756449437445174,0.5880993287276298,0.052756449437445174,0.27810112771708256
episode_000001_000023,0.13027871998955787,81.08670916700969,0.13027871998955787,13.246567960061496,0.06721837889728166,9.815600225630627,0.06721837889728166,1.8201229135790276,0.24631578148464572,23.86174521843787,0.24631578148464572,7.429959301467688,0.04825886524096268,0.5697657446535535,0.04825886524096268,0.27236378706621467
episode_000001_000024,0.150146692761575,86.18039097570922,0.150146692761575,13.524215217198583,0.09381809330149837,11.027483430700592,0.09381809330149837,1.8557533957567234,0.23211273385892173,29.353728520518967,0.23211273385892173,8.291567911901824,0.016495032795862286,0.3541106528510878,0.016495032795862286,0.18554402399382436
episode_000001_000025,0.16624538745963413,92.44725673574519,0.16624538745963413,13.888874931000675,0.11383173676264924,11.525173005718523,0.11383173676264924,1.8649741995888705,0.23096500075104154,34.242034535564635,0.23096500075104154,9.06905636087862,0.010371209489616673,0.283359728429851,0.010371209489616673,0.15169134464114825
episode_000001_000026,0.1723092384613838,95.76575729408222,0.1723092384613838,13.818695725374122,0.11856909777429936,11.96318245721818,0.11856909777429936,1.8535034604911045,0.20441821306707875,33.10226940843053,0.20441821306707875,9.028912253240943,0.0038313776955031242,0.1715208814165979,0.0038313776955031242,0.10624352673838626
episode_000001_000027,0.16410585916638953,94.23524003963385,0.16410585916638953,13.591657529223767,0.11250029571247533,12.08352030760074,0.11250029571247533,1.844294405812373,0.2016092547490551,32.481342653250664,0.2016092547490551,8.935839606477382,0.0035055629946879607,0.1650230427026507,0.0035055629946879607,0.09891232307675689
episode_000001_000028,0.15197393298779815,91.65135026642741,0.15197393298779815,12.867038362136388,0.10379729874588339,11.582251264396824,0.10379729874588339,1.744856388015367,0.1495231980665711,29.03013502807584,0.1495231980665711,8.409342067396588,0.004237576866441883,0.17758679813094064,0.004237576866441883,0.11193236356161393
