frame,episode_id,heldout_episode,progress,planner_phase,method,delta_hidden_norm,shift_norm,hidden_after_gap,repr_gap_reduction_ratio,raw_gap_first_l2,raw_gap_first_translation_l2,raw_gap_first_rotation_l2,raw_gap_first_gripper_abs,raw_gap_chunk_mean_l2,raw_gap_chunk_max_l2,gap_to_sim_first_l2,gap_to_sim_first_translation_l2,gap_to_sim_first_rotation_l2,gap_to_sim_first_gripper_abs,gap_to_sim_chunk_mean_l2,gap_to_sim_chunk_max_l2,action_gap_reduction,action_gap_reduction_ratio
episode_000001_000000,episode_000001,episode_000001,0,hold,no_correction,238.58495004610228,0.0,238.58495004610228,0.0,0.16546320011139556,0.0030818785102542843,0.010513342467953588,0.16510009765625,0.4219820891657194,0.7041612876799314,0.1647218926136254,0.003087322840766001,0.010485802493757643,0.16435880959033966,0.4220153137301213,0.7055275041041617,-3.322456440191246e-05,-7.873453697430418e-05
episode_000001_000000,episode_000001,episode_000001,0,hold,global_mean,238.58495004610228,128.49256147802745,225.89617755626327,0.053183457244001066,0.16546320011139556,0.0030818785102542843,0.010513342467953588,0.16510009765625,0.4219820891657194,0.7041612876799314,0.006484526878464871,0.0008712621757601751,0.003036337531082131,0.0056630950421094894,0.015535986837823545,0.028931042451660022,0.40644610232789585,0.9631833027118781
episode_000001_000000,episode_000001,episode_000001,0,hold,progress,238.58495004610228,219.79458699611862,200.17090992657995,0.16100780921889457,0.16546320011139556,0.0030818785102542843,0.010513342467953588,0.16510009765625,0.4219820891657194,0.7041612876799314,0.013792145832015578,0.0014523631615015414,0.006371423808844014,0.012145735323429108,0.024374758103059443,0.03283875603822727,0.39760733106265994,0.9422374581081163
episode_000001_000000,episode_000001,episode_000001,0,hold,phase,238.58495004610228,219.28651942795946,201.08013508237767,0.157196901801549,0.16546320011139556,0.0030818785102542843,0.010513342467953588,0.16510009765625,0.4219820891657194,0.7041612876799314,0.01323147267630606,0.0012932158726355312,0.005695198114137896,0.011872833711095154,0.023775778227736008,0.03269262789259041,0.39820631093798337,0.9436569019440091
episode_000001_000000,episode_000001,episode_000001,0,hold,progress_phase,238.58495004610228,219.28651942795946,201.08013508237767,0.157196901801549,0.16546320011139556,0.0030818785102542843,0.010513342467953588,0.16510009765625,0.4219820891657194,0.7041612876799314,0.01323147267630606,0.0012932158726355312,0.005695198114137896,0.011872833711095154,0.023775778227736008,0.03269262789259041,0.39820631093798337,0.9436569019440091
episode_000001_000000,episode_000001,episode_000001,0,hold,random_matched_norm,238.58495004610228,219.79458699611862,323.99413307912823,-0.3579822743074203,0.16546320011139556,0.0030818785102542843,0.010513342467953588,0.16510009765625,0.4219820891657194,0.7041612876799314,0.19024535687941738,0.0032531833509797103,0.01107836717365676,0.1898946613073349,0.4164940167801728,0.6861899295796515,0.005488072385546605,0.01300546285364104
episode_000001_000000,episode_000001,episode_000001,0,hold,shuffled_progress,238.58495004610228,133.22473524454657,233.83283097061005,0.019917933107574344,0.16546320011139556,0.0030818785102542843,0.010513342467953588,0.16510009765625,0.4219820891657194,0.7041612876799314,0.008231854710010353,0.0008133202854196289,0.003785868996178814,0.00726423691958189,0.01738278722756268,0.030471948201492596,0.4045993019381567,0.958806812720584
episode_000001_000000,episode_000001,episode_000001,0,hold,wrong_direction,238.58495004610228,219.79458699611862,412.7910906763323,-0.7301639964992251,0.16546320011139556,0.0030818785102542843,0.010513342467953588,0.16510009765625,0.4219820891657194,0.7041612876799314,0.9410901079966685,0.007532379113547052,0.019231738917352515,0.9408634305000305,0.9584757713424954,0.9677079951287646,-0.5364936821767761,-1.2713660033236294
episode_000001_000001,episode_000001,episode_000001,1,hold,no_correction,238.02088628054506,0.0,238.02088628054506,0.0,0.1646573702509476,0.003108546259733557,0.01028174910391418,0.164306640625,0.41514354122574054,0.7033037919066664,0.16384110469600371,0.003101125712843206,0.010290580369275215,0.1634882092475891,0.4142746423596497,0.700826362133148,0.000868898866090817,0.0020930082725732213
episode_000001_000001,episode_000001,episode_000001,1,hold,global_mean,238.02088628054506,128.49256147802745,225.45598387699596,0.052789074941681315,0.1646573702509476,0.003108546259733557,0.01028174910391418,0.164306640625,0.41514354122574054,0.7033037919066664,0.005531287774879671,0.0008853608246186898,0.002828722350899621,0.004670076072216034,0.01435090551865103,0.027346797913601374,0.4007926357070895,0.9654314614258986
episode_000001_000001,episode_000001,episode_000001,1,hold,progress,238.02088628054506,215.76366518441927,197.82430710224352,0.16887836948444743,0.1646573702509476,0.003108546259733557,0.01028174910391418,0.164306640625,0.41514354122574054,0.7033037919066664,0.012900163919391954,0.0014023774271062566,0.006370732517029023,0.011129300692118704,0.022698954907297758,0.03132615711466378,0.3924445863184428,0.9453226350570758
episode_000001_000001,episode_000001,episode_000001,1,hold,phase,238.02088628054506,219.28651942795946,201.56461470324786,0.1531641703675019,0.1646573702509476,0.003108546259733557,0.01028174910391418,0.164306640625,0.41514354122574054,0.7033037919066664,0.01232696489734202,0.001285592081051981,0.005896652751207819,0.010748525615781546,0.022092263626598715,0.031215826744996126,0.3930512775991418,0.9467840362844867
episode_000001_000001,episode_000001,episode_000001,1,hold,progress_phase,238.02088628054506,219.28651942795946,201.56461470324786,0.1531641703675019,0.1646573702509476,0.003108546259733557,0.01028174910391418,0.164306640625,0.41514354122574054,0.7033037919066664,0.01232696489734202,0.001285592081051981,0.005896652751207819,0.010748525615781546,0.022092263626598715,0.031215826744996126,0.3930512775991418,0.9467840362844867
episode_000001_000001,episode_000001,episode_000001,1,hold,random_matched_norm,238.02088628054506,215.76366518441927,321.5137693055673,-0.3507796493397337,0.1646573702509476,0.003108546259733557,0.01028174910391418,0.164306640625,0.41514354122574054,0.7033037919066664,0.1599910727462882,0.0028477476765088575,0.009031980279498525,0.15971054136753082,0.4084939180155671,0.7050397219765705,0.006649623210173428,0.016017648234487633
episode_000001_000001,episode_000001,episode_000001,1,hold,shuffled_progress,238.02088628054506,130.5368877858845,230.655941253918,0.030942431740827604,0.1646573702509476,0.003108546259733557,0.01028174910391418,0.164306640625,0.41514354122574054,0.7033037919066664,0.008198459711033211,0.0007304354720149866,0.003246779721877112,0.0074926381930708885,0.014654678793639363,0.02936149289729961,0.4004888624321012,0.9646997307235701
episode_000001_000001,episode_000001,episode_000001,1,hold,wrong_direction,238.02088628054506,215.76366518441927,409.00042366567044,-0.7183383780177975,0.1646573702509476,0.003108546259733557,0.01028174910391418,0.164306640625,0.41514354122574054,0.7033037919066664,0.9429237580635713,0.007572269805752999,0.019113275978540716,0.9426996111869812,0.9604491992810781,0.9697912377465306,-0.5453056580553375,-1.3135352086781458
episode_000001_000002,episode_000001,episode_000001,2,alignment,no_correction,241.32925284134072,0.0,241.32925284134072,0.0,0.17066611948939214,0.003309330358428374,0.010860039681735791,0.1702880859375,0.42997138849174865,0.7211299284537991,0.16816737605047288,0.003291616111061325,0.010795788281589901,0.16778820753097534,0.4299229819327838,0.71843243753214,4.8406558964875224e-05,0.00011258088389247363
episode_000001_000002,episode_000001,episode_000001,2,alignment,global_mean,241.32925284134072,128.49256147802745,227.3746602747948,0.05782387506797703,0.17066611948939214,0.003309330358428374,0.010860039681735791,0.1702880859375,0.42997138849174865,0.7211299284537991,0.004828934108529969,0.0010692954757598946,0.003316906104018501,0.00334265548735857,0.01428414633196167,0.024343717915767196,0.415687242159787,0.9667788445597101
episode_000001_000002,episode_000001,episode_000001,2,alignment,progress,241.32925284134072,211.47653169921406,195.05259562329235,0.19175734675013664,0.17066611948939214,0.003309330358428374,0.010860039681735791,0.1702880859375,0.42997138849174865,0.7211299284537991,0.011674951457230649,0.0012574084173228325,0.005745479918921543,0.010085280169732869,0.020980881882606432,0.028878055006227973,0.4089905066091422,0.951204004628766
episode_000001_000002,episode_000001,episode_000001,2,alignment,phase,241.32925284134072,170.76791050622532,209.3497891965874,0.13251383024741661,0.17066611948939214,0.003309330358428374,0.010860039681735791,0.1702880859375,0.42997138849174865,0.7211299284537991,0.01077977251280471,0.0013350675915554007,0.0028123797307593222,0.010320446221157908,0.01951583845233181,0.028391995835535446,0.41045555003941686,0.9546113090901482
episode_000001_000002,episode_000001,episode_000001,2,alignment,progress_phase,241.32925284134072,224.55201099675145,201.28424929400484,0.1659351407915021,0.17066611948939214,0.003309330358428374,0.010860039681735791,0.1702880859375,0.42997138849174865,0.7211299284537991,0.011861453661174118,0.001337497385393661,0.006413871775173353,0.009887741529382765,0.020717468633933207,0.028587500423850554,0.40925391985781545,0.9518166343425645
episode_000001_000002,episode_000001,episode_000001,2,alignment,random_matched_norm,241.32925284134072,211.47653169921406,320.172065479405,-0.3267022613702725,0.17066611948939214,0.003309330358428374,0.010860039681735791,0.1702880859375,0.42997138849174865,0.7211299284537991,0.13874388834831747,0.003098771865820435,0.009836028017604432,0.13836009800434113,0.4071061567614896,0.6762399622183812,0.02286523173025906,0.05317849592379995
episode_000001_000002,episode_000001,episode_000001,2,alignment,shuffled_progress,241.32925284134072,132.7660398459157,235.64552258307475,0.023551766689480755,0.17066611948939214,0.003309330358428374,0.010860039681735791,0.1702880859375,0.42997138849174865,0.7211299284537991,0.007402740853937845,0.0009086414290634461,0.003896321567385128,0.0062284525483846664,0.014999053648524097,0.026806341883463484,0.41497233484322454,0.9651161587724763
episode_000001_000002,episode_000001,episode_000001,2,alignment,wrong_direction,241.32925284134072,211.47653169921406,409.7300921504219,-0.6978053316221655,0.17066611948939214,0.003309330358428374,0.010860039681735791,0.1702880859375,0.42997138849174865,0.7211299284537991,0.9452190032401719,0.007781681409209963,0.01947647273179565,0.9449862837791443,0.9623949211235893,0.9709998762259747,-0.5324235326318406,-1.2382766548710904
episode_000001_000003,episode_000001,episode_000001,3,alignment,no_correction,238.1630266000313,0.0,238.1630266000313,0.0,0.16411498513353173,0.003044383576399605,0.010392248973840263,0.16375732421875,0.41875427705474016,0.704150545200969,0.16193398961466818,0.003040649345285047,0.010417145860567228,0.1615699678659439,0.4172927468605122,0.7007217372309448,0.0014615301942279557,0.003490185711074904
episode_000001_000003,episode_000001,episode_000001,3,alignment,global_mean,238.1630266000313,128.49256147802745,225.14787382131698,0.05464808272096673,0.16411498513353173,0.003044383576399605,0.010392248973840263,0.16375732421875,0.41875427705474016,0.704150545200969,0.005240482382243236,0.0008406936129883764,0.0029964422384233464,0.004216304514557123,0.01389271896620172,0.02598555182794086,0.40486155808853846,0.96682369655084
episode_000001_000003,episode_000001,episode_000001,3,alignment,progress,238.1630266000313,206.1837044572265,193.58828941179084,0.18716060937157486,0.16411498513353173,0.003044383576399605,0.010392248973840263,0.16375732421875,0.41875427705474016,0.704150545200969,0.012329589631691444,0.0014346126542689717,0.005713185330816071,0.010831444058567286,0.022019355496667507,0.030127386500730113,0.39673492155807266,0.9474170015610632
episode_000001_000003,episode_000001,episode_000001,3,alignment,phase,238.1630266000313,170.76791050622532,208.4540618667789,0.12474213633145229,0.16411498513353173,0.003044383576399605,0.010392248973840263,0.16375732421875,0.41875427705474016,0.704150545200969,0.011527832515432343,0.0015001345427175458,0.0030860901944303482,0.011005297186784446,0.02080711452895203,0.029833598114110953,0.39794716252578816,0.9503118757967167
episode_000001_000003,episode_000001,episode_000001,3,alignment,progress_phase,238.1630266000313,224.55201099675145,201.33666636613646,0.15462668895176862,0.16411498513353173,0.003044383576399605,0.010392248973840263,0.16375732421875,0.41875427705474016,0.704150545200969,0.012601419864185425,0.001532110938027377,0.006672277929999467,0.010579656227491796,0.02206603644720905,0.030057013601242452,0.3966882406075311,0.9473055258028455
episode_000001_000003,episode_000001,episode_000001,3,alignment,random_matched_norm,238.1630266000313,206.1837044572265,315.1843085372772,-0.323397309132264,0.16411498513353173,0.003044383576399605,0.010392248973840263,0.16375732421875,0.41875427705474016,0.704150545200969,0.15571222211937388,0.0029678299467466107,0.010728940217143232,0.15531380474567413,0.40340270107308773,0.6849398458843547,0.015351575981652432,0.03666010551492386
episode_000001_000003,episode_000001,episode_000001,3,alignment,shuffled_progress,238.1630266000313,131.33641155706644,235.15883783144682,0.012614001473997372,0.16411498513353173,0.003044383576399605,0.010392248973840263,0.16375732421875,0.41875427705474016,0.704150545200969,0.006763178112135222,0.0008131449970020701,0.004136054991830742,0.0052888961508870125,0.016028428858249066,0.027313018160856028,0.4027258481964911,0.9617235459157978
episode_000001_000003,episode_000001,episode_000001,3,alignment,wrong_direction,238.1630266000313,206.1837044572265,401.23592641811246,-0.6847112339227375,0.16411498513353173,0.003044383576399605,0.010392248973840263,0.16375732421875,0.41875427705474016,0.704150545200969,0.9436412576864028,0.007596332840620123,0.019084600975153982,0.9434176683425903,0.9606799625507219,0.9693002773959195,-0.5419256854959817,-1.2941376725929905
episode_000001_000004,episode_000001,episode_000001,4,alignment,no_correction,238.1177236652101,0.0,238.1177236652101,0.0,0.1893587814709447,0.0028903926254461665,0.009722791829124798,0.1890869140625,0.4980522157810798,0.752952457478686,0.1897981937314234,0.002877947846159045,0.0096684573603294,0.1895299255847931,0.49836899276124064,0.7547788799078631,-0.00031677698016086,-0.0006360316652021486
episode_000001_000004,episode_000001,episode_000001,4,alignment,global_mean,238.1177236652101,128.49256147802745,222.68113671803297,0.06482754290428513,0.1893587814709447,0.0028903926254461665,0.009722791829124798,0.1890869140625,0.4980522157810798,0.752952457478686,0.005351172785245292,0.000594233041155577,0.0020982444719090543,0.004886645823717117,0.017914342395818576,0.031107819522032284,0.4801378733852612,0.9640311962718124
episode_000001_000004,episode_000001,episode_000001,4,alignment,progress,238.1177236652101,200.09856506124993,189.6121754471852,0.2037040648272909,0.1893587814709447,0.0028903926254461665,0.009722791829124798,0.1890869140625,0.4980522157810798,0.752952457478686,0.014398285274519484,0.0017372942455432447,0.006482819892472387,0.012738346587866545,0.02813619697127654,0.04503632291717783,0.4699160188098032,0.9435075357969215
episode_000001_000004,episode_000001,episode_000001,4,alignment,phase,238.1177236652101,170.76791050622532,204.39251121029739,0.14163251662160958,0.1893587814709447,0.0028903926254461665,0.009722791829124798,0.1890869140625,0.4980522157810798,0.752952457478686,0.013674861607551731,0.0018067238981362198,0.004166811045030613,0.012898653978481889,0.02770069153144065,0.04688899469918134,0.4703515242496391,0.9443819530287632
episode_000001_000004,episode_000001,episode_000001,4,alignment,progress_phase,238.1177236652101,208.8987667594681,192.6684513360735,0.19086891823742436,0.1893587814709447,0.0028903926254461665,0.009722791829124798,0.1890869140625,0.4980522157810798,0.752952457478686,0.014772411370117552,0.0018086836927246094,0.006914174200430149,0.012928534182719886,0.02947484932298236,0.048102356610640946,0.46857736645809744,0.9408197606816028
episode_000001_000004,episode_000001,episode_000001,4,alignment,random_matched_norm,238.1177236652101,200.09856506124993,311.5632940784357,-0.3084422666348389,0.1893587814709447,0.0028903926254461665,0.009722791829124798,0.1890869140625,0.4980522157810798,0.752952457478686,0.1884610981755075,0.0026676235341633143,0.009826138979405858,0.18818585574626923,0.4816869481304928,0.7426965561427682,0.01636526765058699,0.0328585379846606
episode_000001_000004,episode_000001,episode_000001,4,alignment,shuffled_progress,238.1177236652101,130.42739724281185,234.62000033148553,0.014689050776591123,0.1893587814709447,0.0028903926254461665,0.009722791829124798,0.1890869140625,0.4980522157810798,0.752952457478686,0.00570568987849765,0.0007222212902649346,0.0034823674414111057,0.004461660049855709,0.023204467002156497,0.04779697395920488,0.4748477487789233,0.9534095697862409
episode_000001_000004,episode_000001,episode_000001,4,alignment,wrong_direction,238.1177236652101,200.09856506124993,396.89569794636367,-0.666804519366198,0.1893587814709447,0.0028903926254461665,0.009722791829124798,0.1890869140625,0.4980522157810798,0.752952457478686,0.9477700410851013,0.007346366573676339,0.01760014610423366,0.9475781321525574,0.9556965372206392,0.9688381605156496,-0.4576443214395594,-0.9188681566687743
episode_000001_000005,episode_000001,episode_000001,5,alignment,no_correction,226.62341321196175,0.0,226.62341321196175,0.0,0.23226048826897397,0.0030070916986414367,0.009276884550876769,0.2320556640625,0.5863490709185128,0.7959406918016114,0.23287844670144955,0.0029804170135582404,0.009323494904660567,0.23267264664173126,0.5862973852415349,0.7952620912800358,5.16856769779972e-05,8.814830540625203e-05
episode_000001_000005,episode_000001,episode_000001,5,alignment,global_mean,226.62341321196175,128.49256147802745,210.54956853815008,0.07092755530417211,0.23226048826897397,0.0030070916986414367,0.009276884550876769,0.2320556640625,0.5863490709185128,0.7959406918016114,0.0032443392296617884,0.0006343108404703712,0.0016615737564438888,0.0027134036645293236,0.018749614111859714,0.03545560869012854,0.5675994568066531,0.9680231196026481
episode_000001_000005,episode_000001,episode_000001,5,alignment,progress,226.62341321196175,195.38917251051407,176.43681608106368,0.22145371662882135,0.23226048826897397,0.0030070916986414367,0.009276884550876769,0.2320556640625,0.5863490709185128,0.7959406918016114,0.014598825944619403,0.0018526709967776822,0.0072026558795520775,0.01256244711112231,0.030398673288556655,0.05488706857050365,0.5559503976299562,0.948156013548487
episode_000001_000005,episode_000001,episode_000001,5,alignment,phase,226.62341321196175,170.76791050622532,190.79731137770273,0.1580864983299441,0.23226048826897397,0.0030070916986414367,0.009276884550876769,0.2320556640625,0.5863490709185128,0.7959406918016114,0.013752227946352159,0.0018963833281305212,0.004894799464090022,0.012710957555100322,0.030540157985376716,0.05733375303953789,0.5558089129331362,0.9479147158235696
episode_000001_000005,episode_000001,episode_000001,5,alignment,progress_phase,226.62341321196175,208.8987667594681,178.2809646802124,0.21331621409538326,0.23226048826897397,0.0030070916986414367,0.009276884550876769,0.2320556640625,0.5863490709185128,0.7959406918016114,0.015003476917993403,0.0018981873879172,0.007679416323370657,0.01274863793514669,0.03203399936933062,0.058346504849603305,0.5543150715491822,0.9453670160692
episode_000001_000005,episode_000001,episode_000001,5,alignment,random_matched_norm,226.62341321196175,195.38917251051407,299.29826464756303,-0.3206855390869443,0.23226048826897397,0.0030070916986414367,0.009276884550876769,0.2320556640625,0.5863490709185128,0.7959406918016114,0.2425783908543683,0.002836080877647182,0.009958881914321906,0.2423572838306427,0.5898443266725657,0.8009701868712853,-0.0034952557540528506,-0.005961049360200316
episode_000001_000005,episode_000001,episode_000001,5,alignment,shuffled_progress,226.62341321196175,130.5946873647913,225.45845650433958,0.005140495816875632,0.23226048826897397,0.0030070916986414367,0.009276884550876769,0.2320556640625,0.5863490709185128,0.7959406918016114,0.0042626792964462245,0.0010522972033653601,0.0035893023643336235,0.00204450823366642,0.03007067991188318,0.10080019633116226,0.5562783910066297,0.948715395993077
episode_000001_000005,episode_000001,episode_000001,5,alignment,wrong_direction,226.62341321196175,195.38917251051407,384.6300173303468,-0.6972210058922768,0.23226048826897397,0.0030070916986414367,0.009276884550876769,0.2320556640625,0.5863490709185128,0.7959406918016114,0.9547873234943,0.007280708682055762,0.016285611013770372,0.9546206593513489,0.9547786064345083,0.9690919003848094,-0.36842953551599544,-0.6283450486906246
episode_000001_000006,episode_000001,episode_000001,6,alignment,no_correction,252.4604817398693,0.0,252.4604817398693,0.0,0.35455292286566814,0.00357380257392274,0.010808473170091067,0.3543701171875,0.6856069747586344,0.860928021941375,0.3536954106706039,0.003570247093732957,0.010849327089909157,0.35351094603538513,0.6857121132119902,0.8598220539489453,-0.00010513845335580196,-0.00015335090981653972
