frame,episode_id,progress,planner_phase,method,delta_hidden_norm,gradient_norm,gradient_loss,sensitive_projection_norm,null_residual_norm,hidden_shift_norm,hidden_after_gap,repr_gap_reduction_ratio,raw_gap_first_l2,raw_gap_first_translation_l2,raw_gap_first_rotation_l2,raw_gap_first_gripper_abs,raw_gap_chunk_mean_l2,raw_gap_chunk_max_l2,gap_to_sim_first_l2,gap_to_sim_first_translation_l2,gap_to_sim_first_rotation_l2,gap_to_sim_first_gripper_abs,gap_to_sim_chunk_mean_l2,gap_to_sim_chunk_max_l2,change_from_real_first_l2,change_from_real_first_translation_l2,change_from_real_first_rotation_l2,change_from_real_first_gripper_abs,change_from_real_chunk_mean_l2,change_from_real_chunk_max_l2,action_gap_reduction_ratio,action_gap_reduction
episode_000001_000000,episode_000001,0,hold,no_correction,238.58495004610228,0.0012734003224237522,0.015216178260743618,30.302121295380058,236.65282553458172,0.0,238.58495004610228,0.0,0.16546320011139556,0.0030818785102542843,0.010513342467953588,0.16510009765625,0.4219820891657194,0.7041612876799314,0.16472186301929687,0.0030873215953527867,0.010485805095886307,0.16435877978801727,0.422015230323327,0.7055274444693768,0.0007419982968960658,1.0911420491452987e-05,2.9836751472068464e-05,0.000741317868232727,0.0007064379594630616,0.0013664615066581293,-7.853688215329172e-05,-3.314115760760794e-05
episode_000001_000000,episode_000001,0,hold,full_delta,238.58495004610228,0.0012734003224237522,0.015216178260743618,30.302121295380058,236.65282553458172,238.58495004610228,0.0,1.0,0.16546320011139556,0.0030818785102542843,0.010513342467953588,0.16510009765625,0.4219820891657194,0.7041612876799314,8.536489932286991e-05,1.4344487709638324e-05,7.691858721016634e-05,3.413110971450806e-05,0.00022597193914293762,0.0005036912135827621,0.16549292709736585,0.0030897987056673366,0.01044263152096265,0.1651342287659645,0.4220860930613767,0.7040443499872451,0.9994644987430872,0.42175611722657647
episode_000001_000000,episode_000001,0,hold,sensitive_projection,238.58495004610228,0.0012734003224237522,0.015216178260743618,30.302121295380058,236.65282553458172,30.302121295380058,236.65282553458172,0.00809826651323651,0.16546320011139556,0.0030818785102542843,0.010513342467953588,0.16510009765625,0.4219820891657194,0.7041612876799314,0.0911008614129268,0.0024857063115850935,0.009467802381468785,0.09057344496250153,0.058025907905209936,0.0911008614129268,0.07453682550567384,0.0006372172854810835,0.0010537309237880956,0.07452665269374847,0.36703592934522933,0.658023614818904,0.862492012350737,0.36395618126050944
episode_000001_000000,episode_000001,0,hold,null_residual,238.58495004610228,0.0012734003224237522,0.015216178260743618,30.302121295380058,236.65282553458172,236.65282553458172,30.302121295380058,0.8729923187127909,0.16546320011139556,0.0030818785102542843,0.010513342467953588,0.16510009765625,0.4219820891657194,0.7041612876799314,0.009688454294550383,0.0004502001561490196,0.0010281360584417515,0.009623222053050995,0.37591744162619295,0.782030593310559,0.15578864329351333,0.002654611808692867,0.009486599393147324,0.155476875603199,0.16611401182949362,0.235611626942289,0.10916256571599674,0.04606464753952644
episode_000001_000000,episode_000001,0,hold,neg_gradient_same_norm,238.58495004610228,0.0012734003224237522,0.015216178260743618,30.302121295380058,236.65282553458172,238.58495004610245,315.2559223645195,-0.32135711956517765,0.16546320011139556,0.0030818785102542843,0.010513342467953588,0.16510009765625,0.4219820891657194,0.7041612876799314,0.012215518882194711,0.0015423981683697116,0.0022840206172831147,0.011900552897714078,0.03052601363757208,0.04334748344017582,0.17724513482044615,0.0041717128543451954,0.008318914163069704,0.17700065055396408,0.4459089852353818,0.7390465012959209,0.9276604045021826,0.3914560755281473
episode_000001_000000,episode_000001,0,hold,random_same_norm,238.58495004610228,0.0012734003224237522,0.015216178260743618,30.302121295380058,236.65282553458172,238.58495004610228,337.21904238754956,-0.4134128842677965,0.16546320011139556,0.0030818785102542843,0.010513342467953588,0.16510009765625,0.4219820891657194,0.7041612876799314,0.1691692253881877,0.0030320856526794967,0.010576228836147594,0.16881106793880463,0.40359414673229904,0.6965494886486425,0.0037348741187962003,0.0002955875007317104,0.00030101872809064687,0.0037109702825546265,0.019914751282538123,0.036636587423617924,0.04357517275146504,0.018387942433420346
episode_000001_000000,episode_000001,0,hold,orthogonal_to_gradient_same_norm,238.58495004610228,0.0012734003224237522,0.015216178260743618,30.302121295380058,236.65282553458172,238.58495004610225,336.4843232224576,-0.41033339763232346,0.16546320011139556,0.0030818785102542843,0.010513342467953588,0.16510009765625,0.4219820891657194,0.7041612876799314,0.1608044196344071,0.0031637639718089697,0.010027036736953208,0.16046030819416046,0.40921387628865363,0.7035522189157617,0.00469742375872238,0.0002648661771514792,0.0006840976718959966,0.004639789462089539,0.018603137168808136,0.047155830897672266,0.03025771283873488,0.012768212877065754
episode_000001_000001,episode_000001,1,hold,no_correction,238.02088628054506,0.0012556221845952521,0.014714840799570084,30.104670825443666,236.10940493819348,0.0,238.02088628054506,0.0,0.1646573702509476,0.003108546259733557,0.01028174910391418,0.164306640625,0.41514354122574054,0.7033037919066664,0.16384107506896153,0.0031011246835524328,0.010290582448162047,0.16348817944526672,0.4142746602966336,0.7008262429254795,0.0008188084500612391,1.3696424918434078e-05,1.9518788531971657e-05,0.0008184611797332764,0.0010158449435704933,0.00247875112429659,0.002092965065869715,0.0008688809291069188
episode_000001_000001,episode_000001,1,hold,full_delta,238.02088628054506,0.0012556221845952521,0.014714840799570084,30.104670825443666,236.10940493819348,238.02088628054506,0.0,1.0,0.1646573702509476,0.003108546259733557,0.01028174910391418,0.164306640625,0.41514354122574054,0.7033037919066664,7.955074472329038e-05,7.828068082194015e-06,6.042898661644224e-05,5.1140785217285156e-05,0.00021271852684856004,0.00034876853297918206,0.1647119836023419,0.0031130076740545076,0.01033762135844914,0.16435778141021729,0.4150998890398797,0.7030277778170845,0.9994876024658351,0.414930822698892
episode_000001_000001,episode_000001,1,hold,sensitive_projection,238.02088628054506,0.0012556221845952521,0.014714840799570084,30.104670825443666,236.10940493819348,30.104670825443666,236.10940493819348,0.00803072945497143,0.1646573702509476,0.003108546259733557,0.01028174910391418,0.164306640625,0.41514354122574054,0.7033037919066664,0.09102161228814248,0.0025057839225281838,0.00927235356416405,0.09051341563463211,0.057086551743614086,0.09102161228814248,0.07380306365719856,0.0006454508815499849,0.0010176167593715518,0.07379322499036789,0.3603169211193714,0.66139008182004,0.8624896064261002,0.35805698948212644
